question,query,db_name,query_category,instructions,db_type,generated_query,reason,error_msg,exact_match,correct,error_query_gen,error_db_exec,timeout,latency_seconds,tokens_used,k_shot_prompt,glossary,table_metadata_string,table_aliases,prev_invalid_sql,prev_error_msg,question_0,query_0,question_1,query_1,cot_instructions,cot_pregen,cost_in_cents
Return the name and phone number of the salesperson with the shortest time from being hired to getting fired. Return the number of days he/she was employed for.,"SELECT s.first_name, s.last_name, s.phone, s.termination_date - s.hire_date AS days_employed FROM salespersons s ORDER BY days_employed ASC LIMIT 1;SELECT first_name || ' ' || last_name AS name, phone, (termination_date - hire_date) AS days_employed FROM salespersons WHERE termination_date IS NOT NULL ORDER BY (termination_date - hire_date) LIMIT 1;",car_dealership,date_functions,,postgres,"SELECT sp.first_name,
       sp.last_name,
       sp.phone,
       (sp.termination_date - sp.hire_date) AS employment_days
FROM salespersons sp
WHERE termination_date IS NOT NULL
ORDER BY employment_days ASC
LIMIT 1;",,,0,1,0,0,0,4.27,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- cars AS c
-- salespersons AS s
-- customers AS cu
-- sales AS sa
-- inventory_snapshots AS inv
-- payments_received AS pr
-- payments_made AS pm
",,,,,,,,False,n/a
Return the number of payments made on weekends to the vendor named 'Utility Company',"SELECT COUNT(*) AS weekend_payments FROM payments_made WHERE vendor_name = 'Utility Company' AND EXTRACT(DOW FROM payment_date) IN (0, 6);",car_dealership,date_functions,,postgres,"SELECT COUNT(*)
FROM payments_made
WHERE vendor_name = 'Utility Company'
  AND EXTRACT(DOW
              FROM payment_date) IN (6,
                                     7);",,,0,1,0,0,0,3.99,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- cars AS c
-- salespersons AS s
-- customers AS cu
-- sales AS sa
-- inventory_snapshots AS inv
-- payments_received AS pr
-- payments_made AS pm
",,,,,,,,False,n/a
What were the total quarterly sales in 2023 grouped by customer's state? Represent each quarter as the first date in the quarter.,"SELECT DATE_TRUNC('QUARTER', s.sale_date) AS QUARTER, c.state, SUM(s.sale_price) AS total_sales FROM sales s JOIN customers c ON s.customer_id = c.id WHERE EXTRACT(YEAR FROM s.sale_date) = 2023 GROUP BY c.state, QUARTER HAVING SUM(s.sale_price) > 0 ORDER BY QUARTER, c.state;SELECT c.state, date_trunc('quarter', s.sale_date)::date AS quarter_start, SUM(s.sale_price) AS total_sales FROM sales s JOIN customers c ON s.customer_id = c.id WHERE s.sale_date BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY c.state, date_trunc('quarter', s.sale_date) ORDER BY c.state, quarter_start;",car_dealership,date_functions,,postgres,"SELECT EXTRACT(QUARTER
               FROM sale_date) AS QUARTER,
       state,
       SUM(sale_price) AS total_sales
FROM sales
JOIN customers ON sales.customer_id = customers.id
WHERE EXTRACT(YEAR
              FROM sale_date) = 2023
GROUP BY QUARTER,
         state
ORDER BY QUARTER;",,INCORRECT RESULTS,0,0,0,0,0,4.66,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- cars AS c
-- salespersons AS s
-- customers AS cu
-- sales AS sa
-- inventory_snapshots AS inv
-- payments_received AS pr
-- payments_made AS pm
",,,,,,,,False,n/a
"Which cars were in inventory in the latest snapshot for march 2023? Return the car id, make, model, and year. Cars are considered to be in inventory"" if is_in_inventory is True.""","WITH latest_snapshot AS (SELECT MAX(snapshot_date) AS snapshot_date FROM inventory_snapshots WHERE snapshot_date BETWEEN '2023-03-01' AND '2023-03-31' ), latest_snapshot_data AS (SELECT inv.car_id FROM inventory_snapshots inv JOIN latest_snapshot ls ON inv.snapshot_date = ls.snapshot_date WHERE inv.is_in_inventory = TRUE ) SELECT c.id, c.make, c.model, c.year FROM cars c JOIN latest_snapshot_data lsd ON c.id = lsd.car_id;",car_dealership,date_functions,,postgres,"SELECT c.id AS car_id,
       c.make,
       c.model,
       c.year
FROM cars c
JOIN
  (SELECT car_id
   FROM inventory_snapshots
   WHERE snapshot_date =
       (SELECT MAX(snapshot_date)
        FROM inventory_snapshots
        WHERE EXTRACT(MONTH
                      FROM snapshot_date) = 3)) is_in_march ON c.id = is_in_march.car_id
WHERE is_in_inventory IS TRUE;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedColumn) column ""is_in_inventory"" does not exist
LINE 14: WHERE is_in_inventory IS TRUE;
               ^

[SQL: SELECT c.id AS car_id,
       c.make,
       c.model,
       c.year
FROM cars c
JOIN
  (SELECT car_id
   FROM inventory_snapshots
   WHERE snapshot_date =
       (SELECT MAX(snapshot_date)
        FROM inventory_snapshots
        WHERE EXTRACT(MONTH
                      FROM snapshot_date) = 3)) is_in_march ON c.id = is_in_march.car_id
WHERE is_in_inventory IS TRUE;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,4.79,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- cars AS c
-- salespersons AS s
-- customers AS cu
-- sales AS sa
-- inventory_snapshots AS inv
-- payments_received AS pr
-- payments_made AS pm
",,,,,,,,False,n/a
"show me the daily total amount of payments received in the whole of the previous ISO week not including the current week, split by the payment_method","SELECT payment_date, payment_method, SUM(payment_amount) AS total_amount FROM payments_received WHERE payment_date >= DATE_TRUNC('WEEK', CURRENT_DATE) - INTERVAL '1 week' AND payment_date < DATE_TRUNC('WEEK', CURRENT_DATE) GROUP BY payment_date, payment_method ORDER BY payment_date DESC, payment_method ASC;",car_dealership,date_functions,,postgres,"SELECT DATE_TRUNC('day', payment_date) AS payment_day,
       payment_method,
       SUM(payment_amount) AS total_amount
FROM payments_received
WHERE payment_date >= (CURRENT_DATE - INTERVAL '8 days')
  AND payment_date < CURRENT_DATE
GROUP BY payment_day,
         payment_method
ORDER BY payment_day,
         payment_method;",,,0,1,0,0,0,5.66,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- cars AS c
-- salespersons AS s
-- customers AS cu
-- sales AS sa
-- inventory_snapshots AS inv
-- payments_received AS pr
-- payments_made AS pm
",,,,,,,,False,n/a
How many treatments for diagnoses containing 'psoriasis' (match with wildcards case-insensitively) involve drugs that have been FDA-approved and the treatments have ended within the last 6 months from today?,SELECT COUNT(*) FROM treatments t JOIN diagnoses d ON t.diag_id = d.diag_id JOIN drugs dr ON t.drug_id = dr.drug_id WHERE d.diag_name ILIKE '%psoriasis%' AND dr.fda_appr_dt IS NOT NULL AND t.end_dt >= CURRENT_DATE - INTERVAL '6 months';,derm_treatment,date_functions,,postgres,"SELECT COUNT(*)
FROM treatments t
JOIN diagnoses d ON t.diag_id = d.diag_id
JOIN drugs dr ON t.drug_id = dr.drug_id
WHERE LOWER(d.diag_name) LIKE '%psoriasis%'
  AND dr.fda_appr_dt IS NOT NULL
  AND t.end_dt BETWEEN DATE_SUB(CURDATE(), INTERVAL 6 MONTH) AND CURDATE();",,"EXECUTION ERROR: (psycopg2.errors.SyntaxError) syntax error at or near ""6""
LINE 7: ...AND t.end_dt BETWEEN DATE_SUB(CURDATE(), INTERVAL 6 MONTH) A...
                                                             ^

[SQL: SELECT COUNT(*)
FROM treatments t
JOIN diagnoses d ON t.diag_id = d.diag_id
JOIN drugs dr ON t.drug_id = dr.drug_id
WHERE LOWER(d.diag_name) LIKE '%%psoriasis%%'
  AND dr.fda_appr_dt IS NOT NULL
  AND t.end_dt BETWEEN DATE_SUB(CURDATE(), INTERVAL 6 MONTH) AND CURDATE();]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,4.93,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- doctors AS d
-- patients AS p
-- drugs AS dr
-- diagnoses AS di
-- treatments AS t
-- outcomes AS o
-- adverse_events AS ae
-- concomitant_meds AS cm
",,,,,,,,False,n/a
"List the last name, year of registration, and first treatment (date and id) by doctors who were registered 2 years ago.","WITH doc_first_treatment AS (SELECT d.doc_id, d.last_name, d.year_reg, t.treatment_id, t.start_dt, ROW_NUMBER() OVER (PARTITION BY d.doc_id ORDER BY t.start_dt ASC) AS rn FROM doctors d JOIN treatments t ON d.doc_id = t.doc_id WHERE d.year_reg = EXTRACT(YEAR FROM CURRENT_DATE) - 2 ) SELECT last_name, year_reg, start_dt AS first_treatment_date, treatment_id AS first_treatment_id FROM doc_first_treatment WHERE rn = 1;",derm_treatment,date_functions,,postgres,"SELECT d.last_name,
       d.year_reg,
       MIN(t.start_dt) AS first_treatment_date,
       MIN(t.treatment_id) AS first_treatment_id
FROM doctors d
JOIN treatments t ON d.doc_id = t.doc_id
WHERE d.year_reg >= EXTRACT(YEAR
                            FROM CURRENT_DATE) - 2
GROUP BY d.last_name,
         d.year_reg;",,INCORRECT RESULTS,0,0,0,0,0,4.84,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- doctors AS d
-- patients AS p
-- drugs AS dr
-- diagnoses AS di
-- treatments AS t
-- outcomes AS o
-- adverse_events AS ae
-- concomitant_meds AS cm
",,,,,,,,False,n/a
"Return the treatment id, treatment start date, adverse event date and description of all adverse events that occured within 10 days after starting treatment","SELECT t.treatment_id, t.start_dt, ae.reported_dt, ae.description FROM adverse_events ae JOIN treatments t ON ae.treatment_id = t.treatment_id WHERE ae.reported_dt BETWEEN t.start_dt AND t.start_dt + INTERVAL '10 days';",derm_treatment,date_functions,,postgres,"SELECT t.treatment_id,
       t.start_dt AS treatment_start_date,
       ae.reported_dt AS adverse_event_date,
       ae.description
FROM treatments t
JOIN adverse_events ae ON t.treatment_id = ae.treatment_id
WHERE ae.reported_dt BETWEEN t.start_dt AND t.start_dt + INTERVAL '10 days';",,,0,1,0,0,0,4.69,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- doctors AS d
-- patients AS p
-- drugs AS dr
-- diagnoses AS di
-- treatments AS t
-- outcomes AS o
-- adverse_events AS ae
-- concomitant_meds AS cm
",,,,,,,,False,n/a
"show all placebo treatment id, start and end date, where there concomitant_meds were started within 2 weeks of starting the treatment. also return the start and end dates of all concomitant drug usage.","SELECT t.treatment_id, t.start_dt AS treatment_start_date, t.end_dt AS treatment_end_date, cm.start_dt AS concomitant_med_start_date, cm.end_dt AS concomitant_med_end_date FROM treatments t JOIN concomitant_meds cm ON t.treatment_id = cm.treatment_id WHERE t.is_placebo = TRUE AND TO_DATE(cm.start_dt, 'YYYY-MM-DD') BETWEEN t.start_dt AND t.start_dt + INTERVAL '2 WEEK' ORDER BY t.treatment_id;",derm_treatment,date_functions,,postgres,"SELECT t.treatment_id,
       t.start_dt,
       t.end_dt,
       cm.start_dt AS cm_start_dt,
       cm.end_dt AS cm_end_dt
FROM treatments t
JOIN concomitant_meds cm ON t.treatment_id = cm.treatment_id
WHERE t.is_placebo = TRUE
  AND cm.start_dt BETWEEN t.start_dt AND t.start_dt + INTERVAL '2 weeks'
ORDER BY t.treatment_id;",,"EXECUTION ERROR: (psycopg2.errors.UndefinedFunction) operator does not exist: text >= date
LINE 9:   AND cm.start_dt BETWEEN t.start_dt AND t.start_dt + INTERV...
                          ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT t.treatment_id,
       t.start_dt,
       t.end_dt,
       cm.start_dt AS cm_start_dt,
       cm.end_dt AS cm_end_dt
FROM treatments t
JOIN concomitant_meds cm ON t.treatment_id = cm.treatment_id
WHERE t.is_placebo = TRUE
  AND cm.start_dt BETWEEN t.start_dt AND t.start_dt + INTERVAL '2 weeks'
ORDER BY t.treatment_id;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,4.94,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- doctors AS d
-- patients AS p
-- drugs AS dr
-- diagnoses AS di
-- treatments AS t
-- outcomes AS o
-- adverse_events AS ae
-- concomitant_meds AS cm
",,,,,,,,False,n/a
what is average age of all registered male patients with private insurance currently?,"SELECT AVG(EXTRACT(YEAR FROM AGE(CURRENT_DATE, date_of_birth))) AS avg_age FROM patients WHERE gender = 'Male' AND ins_type = 'private';",derm_treatment,date_functions,,postgres,"SELECT AVG(EXTRACT(YEAR
                   FROM AGE(CURRENT_DATE, date_of_birth))) AS average_age
FROM patients
WHERE gender = 'Male'
  AND ins_type = 'private';",,,0,1,0,0,0,4.28,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- doctors AS d
-- patients AS p
-- drugs AS dr
-- diagnoses AS di
-- treatments AS t
-- outcomes AS o
-- adverse_events AS ae
-- concomitant_meds AS cm
",,,,,,,,False,n/a
Give me today's median merchant wallet balance for all active merchants whose category contains 'retail',"WITH retail_merchants AS (SELECT mid FROM consumer_div.merchants WHERE category ILIKE '%retail%' AND status = 'active' ), merchant_balances AS (SELECT balance FROM consumer_div.wallet_merchant_balance_daily wmbd JOIN retail_merchants rm ON wmbd.merchant_id = rm.mid WHERE DATE(wmbd.updated_at) = CURRENT_DATE ) SELECT PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY balance) AS median_balance FROM merchant_balances;",ewallet,date_functions,,postgres,"SELECT PERCENTILE_CONT(0.5) WITHIN GROUP (
                                          ORDER BY balance) AS median_balance
FROM
  (SELECT wmbd.balance
   FROM consumer_div.wallet_merchant_balance_daily wmbd
   JOIN consumer_div.merchants m ON wmbd.merchant_id = m.mid
   WHERE DATE(wmbd.updated_at) = CURRENT_DATE
     AND m.status = 'active'
     AND m.category LIKE '%retail%') AS balances;",,,0,1,0,0,0,5.28,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- consumer_div.users AS u
-- consumer_div.merchants AS m
-- consumer_div.coupons AS c
-- consumer_div.wallet_transactions_daily AS wtd
-- consumer_div.wallet_user_balance_daily AS wubd
-- consumer_div.wallet_merchant_balance_daily AS wmbd
-- consumer_div.notifications AS n
-- consumer_div.user_sessions AS us
-- consumer_div.user_setting_snapshot AS uss
",,,,,,,,False,n/a
What was the average transaction daily and monthly limit for the earliest setting snapshot in 2023?,"SELECT AVG(tx_limit_daily) AS avg_daily_limit, AVG(tx_limit_monthly) AS avg_monthly_limit FROM consumer_div.user_setting_snapshot WHERE snapshot_date = (SELECT MIN(snapshot_date) FROM consumer_div.user_setting_snapshot WHERE snapshot_date >= '2023-01-01' AND snapshot_date < '2024-01-01' );",ewallet,date_functions,,postgres,"SELECT AVG(tx_limit_daily) AS avg_daily_limit,
       AVG(tx_limit_monthly) AS avg_monthly_limit
FROM consumer_div.user_setting_snapshot
WHERE EXTRACT(YEAR
              FROM snapshot_date) = 2023
ORDER BY snapshot_date ASC
LIMIT 1;",,"EXECUTION ERROR: (psycopg2.errors.GroupingError) column ""user_setting_snapshot.snapshot_date"" must appear in the GROUP BY clause or be used in an aggregate function
LINE 6: ORDER BY snapshot_date ASC
                 ^

[SQL: SELECT AVG(tx_limit_daily) AS avg_daily_limit,
       AVG(tx_limit_monthly) AS avg_monthly_limit
FROM consumer_div.user_setting_snapshot
WHERE EXTRACT(YEAR
              FROM snapshot_date) = 2023
ORDER BY snapshot_date ASC
LIMIT 1;]
(Background on this error at: https://sqlalche.me/e/20/f405)",0,0,0,1,0,4.74,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- consumer_div.users AS u
-- consumer_div.merchants AS m
-- consumer_div.coupons AS c
-- consumer_div.wallet_transactions_daily AS wtd
-- consumer_div.wallet_user_balance_daily AS wubd
-- consumer_div.wallet_merchant_balance_daily AS wmbd
-- consumer_div.notifications AS n
-- consumer_div.user_sessions AS us
-- consumer_div.user_setting_snapshot AS uss
",,,,,,,,False,n/a
"Which merchants earliest coupon start date was within a year of the merchant's registration? Return the merchant id, registration date, and earliest coupon id and start date","WITH earliest_coupons AS (SELECT c.merchant_id, MIN(c.start_date) AS earliest_coupon_start_date FROM consumer_div.coupons c GROUP BY c.merchant_id) SELECT m.mid AS merchant_id, m.created_at AS merchant_registration_date, ec.earliest_coupon_start_date, c.cid AS earliest_coupon_id FROM consumer_div.merchants m JOIN earliest_coupons ec ON m.mid = ec.merchant_id JOIN consumer_div.coupons c ON ec.merchant_id = c.merchant_id AND ec.earliest_coupon_start_date = c.start_date WHERE ec.earliest_coupon_start_date <= m.created_at + INTERVAL '1 year';",ewallet,date_functions,,postgres,"SELECT m.mid AS merchant_id,
       m.created_at AS registration_date,
       MIN(c.cid) AS earliest_coupon_id,
       MIN(c.start_date) AS earliest_coupon_start_date
FROM consumer_div.merchants m
LEFT JOIN consumer_div.coupons c ON m.mid = c.merchant_id
WHERE c.start_date BETWEEN DATE_TRUNC('year', m.created_at) AND DATE_TRUNC('year', m.created_at) + INTERVAL '1 year'
GROUP BY m.mid,
         m.created_at;",,INCORRECT RESULTS,0,0,0,0,0,5.47,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- consumer_div.users AS u
-- consumer_div.merchants AS m
-- consumer_div.coupons AS c
-- consumer_div.wallet_transactions_daily AS wtd
-- consumer_div.wallet_user_balance_daily AS wubd
-- consumer_div.wallet_merchant_balance_daily AS wmbd
-- consumer_div.notifications AS n
-- consumer_div.user_sessions AS us
-- consumer_div.user_setting_snapshot AS uss
",,,,,,,,False,n/a
"Which users did not get a notification within the first year of signing up? Return their usernames, emails and signup dates.","SELECT u.username, u.email, u.created_at FROM consumer_div.users u LEFT JOIN consumer_div.notifications n ON u.uid = n.user_id AND n.created_at BETWEEN u.created_at AND u.created_at + INTERVAL '1 year' WHERE n.user_id IS NULL;",ewallet,date_functions,,postgres,"SELECT username,
       email,
       created_at
FROM consumer_div.users
WHERE UID NOT IN
    (SELECT user_id
     FROM consumer_div.notifications
     WHERE created_at >= (created_at - INTERVAL '1 year'))
  AND status = 'active';",,INCORRECT RESULTS,0,0,0,0,0,4.59,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- consumer_div.users AS u
-- consumer_div.merchants AS m
-- consumer_div.coupons AS c
-- consumer_div.wallet_transactions_daily AS wtd
-- consumer_div.wallet_user_balance_daily AS wubd
-- consumer_div.wallet_merchant_balance_daily AS wmbd
-- consumer_div.notifications AS n
-- consumer_div.user_sessions AS us
-- consumer_div.user_setting_snapshot AS uss
",,,,,,,,False,n/a
what was the average user session duration in seconds split by device_type?,"SELECT device_type, AVG(EXTRACT(EPOCH FROM (session_end_ts - session_start_ts))) AS avg_session_duration_seconds FROM consumer_div.user_sessions WHERE session_end_ts IS NOT NULL GROUP BY device_type;",ewallet,date_functions,,postgres,"SELECT device_type,
       AVG(EXTRACT(EPOCH
                   FROM (session_end_ts - session_start_ts))) AS avg_session_duration_seconds
FROM consumer_div.user_sessions
GROUP BY device_type;",,,0,1,0,0,0,4.51,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- consumer_div.users AS u
-- consumer_div.merchants AS m
-- consumer_div.coupons AS c
-- consumer_div.wallet_transactions_daily AS wtd
-- consumer_div.wallet_user_balance_daily AS wubd
-- consumer_div.wallet_merchant_balance_daily AS wmbd
-- consumer_div.notifications AS n
-- consumer_div.user_sessions AS us
-- consumer_div.user_setting_snapshot AS uss
",,,,,,,,False,n/a
How many lakes are there in each state?,"SELECT lake.state_name, COUNT(lake.lake_name) AS lake_count FROM lake GROUP BY lake.state_name ORDER BY lake_count DESC;SELECT s.state_name, COUNT(l.lake_name) AS lake_count FROM state s LEFT JOIN lake l ON s.state_name = l.state_name GROUP BY s.state_name ORDER BY s.state_name;",geography,group_by,,postgres,"SELECT l.state_name,
       COUNT(*) AS num_lakes
FROM lake l
GROUP BY l.state_name;",,,0,1,0,0,0,3.62,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
How many mountains are there in each country?,"SELECT mountain.country_name, COUNT(mountain.mountain_name) AS number_of_mountains FROM mountain GROUP BY mountain.country_name ORDER BY number_of_mountains DESC;",geography,group_by,,postgres,"SELECT m.country_name,
       COUNT(*) AS mountain_count
FROM mountain m
GROUP BY m.country_name;",,,0,1,0,0,0,3.68,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
How many rivers flow through each country?,"SELECT river.country_name, COUNT(DISTINCT river.river_name) AS number_of_rivers FROM river GROUP BY river.country_name ORDER BY number_of_rivers DESC;",geography,group_by,,postgres,"SELECT country_name,
       COUNT(river_name) AS num_rivers
FROM river
GROUP BY country_name;",,,0,1,0,0,0,3.60,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
What is the average length of rivers in each country?,"SELECT river.country_name, AVG(river.length) AS average_length FROM river GROUP BY river.country_name ORDER BY average_length DESC NULLS LAST;",geography,group_by,,postgres,"SELECT r.country_name,
       AVG(r.length) AS avg_river_length
FROM river r
GROUP BY r.country_name;",,,0,1,0,0,0,5.33,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
What is the total population in cities by country?,"SELECT city.country_name, SUM(city.population) AS total_population FROM city GROUP BY city.country_name ORDER BY total_population DESC NULLS LAST;",geography,group_by,,postgres,"SELECT country_name,
       SUM(population) AS total_population
FROM city
GROUP BY country_name;",,,0,1,0,0,0,3.61,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
Get the cities in the United States and their population,"SELECT city_name, population FROM city WHERE country_name ILIKE '%United States%';",geography,instruct,"
Follow the instructions below to generate the query:
Always filter names using ILIKE
",postgres,"SELECT city_name,
       population
FROM city
WHERE country_name = 'United States';",,,0,1,0,0,0,3.55,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
What are the names and altitudes of the mountains in Nepal?,"SELECT mountain_name, mountain_altitude FROM mountain WHERE country_name ILIKE '%Nepal%';",geography,instruct,"
Follow the instructions below to generate the query:
Always filter names using ILIKE
",postgres,"SELECT mountain_name,
       mountain_altitude
FROM mountain
WHERE country_name = 'Nepal';",,,0,1,0,0,0,3.60,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
What are the names and areas of the lakes in Michigan?,"SELECT lake_name, area FROM lake WHERE state_name ILIKE '%Michigan%';",geography,instruct,"
Follow the instructions below to generate the query:
Always filter names using ILIKE
",postgres,"SELECT lake_name,
       area
FROM lake
WHERE state_name = 'Michigan';",,,0,1,0,0,0,3.55,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
Which rivers traverse at least 3 cities/landmarks?,"SELECT river_name FROM river WHERE traverse LIKE '%,%,%';",geography,instruct,"
Follow the instructions below to generate the query:
Always filter names using ILIKE
",postgres,"SELECT river.river_name
FROM river
WHERE LENGTH(river.traverse) >= 3;",,INCORRECT RESULTS,0,0,0,0,0,3.63,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
Which states have fewer than a hundred thousand people?,SELECT state_name FROM state WHERE population < 100000;,geography,instruct,"
Follow the instructions below to generate the query:
Always filter names using ILIKE
",postgres,"SELECT s.state_name
FROM state s
WHERE s.population < 100000;",,,0,1,0,0,0,3.61,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
"What are the highest mountains in meters, ordered from highest to lowest altitude?","SELECT mountain.mountain_name, mountain.mountain_altitude FROM mountain ORDER BY mountain.mountain_altitude DESC NULLS LAST;",geography,order_by,,postgres,"SELECT mountain_name,
       mountain_altitude
FROM mountain
ORDER BY mountain_altitude DESC;",,,0,1,0,0,0,3.60,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
"What are the longest rivers in meters, ordered from longest to shortest?","SELECT river.river_name, river.length FROM river ORDER BY river.length DESC NULLS LAST;",geography,order_by,,postgres,"SELECT river_name,
       LENGTH
FROM river
ORDER BY LENGTH DESC;",,,0,1,0,0,0,3.51,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
What are the top 5 cities with the highest population? Give both city names and the population.,"SELECT city.city_name, city.population FROM city ORDER BY city.population DESC NULLS LAST LIMIT 5;",geography,order_by,,postgres,"SELECT city_name,
       population
FROM city
ORDER BY population DESC
LIMIT 5;",,,0,1,0,0,0,3.58,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
"Which lakes have the largest areas in square kilometers, ordered from largest to smallest?","SELECT lake.lake_name, lake.area FROM lake ORDER BY lake.area DESC NULLS LAST;",geography,order_by,,postgres,"SELECT lake_name,
       area
FROM lake
ORDER BY area DESC;",,,0,1,0,0,0,3.52,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
"Which states have the highest population density in people per square kilometer, ordered from highest to lowest?","SELECT state.state_name, state.density FROM state ORDER BY state.density DESC NULLS LAST;",geography,order_by,,postgres,"SELECT s.state_name,
       s.density
FROM state s
ORDER BY s.density DESC;",,,0,1,0,0,0,3.59,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
Get the ratio of population per area for each state,"SELECT state_name, population / NULLIF(area, 0) AS population_density FROM state;",geography,ratio,,postgres,"SELECT s.state_name,
       (s.population::float / s.area) AS population_per_area_ratio
FROM state s;",,,0,1,0,0,0,3.73,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
"How does the population of each city vary in relation to the population of its corresponding state? Return the city name, and the proportion of each city's population relative to the state.","SELECT city.city_name, CAST(city.population AS float) / NULLIF(state.population, 0) AS population_ratio FROM city JOIN state ON city.state_name = state.state_name ORDER BY population_ratio DESC NULLS LAST;",geography,ratio,,postgres,"SELECT c.city_name,
       (c.population * 1.0 / s.population) AS proportion_of_state_population
FROM city c
JOIN state s ON c.state_name = s.state_name;",,,0,1,0,0,0,4.01,n/a,,,,"Use the following table aliases when referencing tables in the query:
-- city AS c
-- lake AS l
-- river AS r
-- state AS s
-- highlow AS h
-- mountain AS m
-- border_info AS bi
",,,,,,,,False,n/a
